001##01 阿含部類 T01-02,25,33 etc.
001001##T0001-25 長阿含經 etc. T01
001001001##T0001 長阿含經22卷
014001013002004##L1629 大乘百法明門論註
014001013002005##X0799 百法論顯幽鈔
014001013002006##L1635 性相通說（選錄序文）
014001013002007##X0802 百法明門論論義
014001013002008##X0803 百法明門論纂
014001013002009##X0804 百法明門論贅言
014001013002010##X0805 百法明門論直解
014001013003##T2810-12 百法明門論古逸疏
014001013003001##T2810 大乘百法明門論開宗義記 1卷
014001013003002##T2811 大乘百法明門論開宗義記序釋 1卷
014001013003003##T2812 大乘百法明門論開宗義決 1卷
014001014##T1615 王法正理論 1卷彌勒－玄奘
014001015##T1619,24-25 所緣論／疏 X51
014001015001##T1619 無相思塵論1卷
014001015002##T1624 觀所緣緣論1卷
014001015003##T1625 觀所緣論釋1卷
014001015004##X0830 觀所緣緣論會釋
014001015005##X0831 觀所緣緣論直解
014001015006##X0832 觀所緣緣論釋記
014001015007##X0833 觀所緣緣論釋直解
014001016##T1620-21 解捲論
014001016001##T1620 解捲論1卷
014001016002##T1621 掌中論1卷
014001017##T1622 取因假設論1卷
014001018##T1623 觀總相論頌1卷
014002##T44 大乘義章
014002001##T1851 大乘義章 26卷慧遠
014003##T45 法相宗／T85, X55
014003001##T1861, X0882-83 法苑義林章 etc.
014003001001##T1861 法苑義林章
014003001002##X0882 大乘法苑義林章補闕
014003001003##X0883 大乘法苑義林章決擇記
014003002##T1862 勸發菩提心集
014003003##T1863 能顯中邊論
014003004##T1864,2823 大乘入道次第 etc.
014003004001##T1864 大乘入道次第
014003004002##T2823 大乘入道次第開決
014003005##T1865, X0890-98 八識規矩 etc.
014003005001##T1865 八識規矩補註
014003005002##X0890 八識規矩補註證義
014003005003##X0891 八識規矩略說
014003005004##X0892 八識規矩頌解
014003005005##X0893 八識規矩通說
014003005006##X0894 八識規矩纂釋
014003005007##X0895 八識規矩直解
014003005008##X0896 八識規矩淺說
014003005009##X0897 八識規矩頌注
014003005010##X0898 八識規矩論義
014003006##X0884 表無表章栖翫記
014003007##X0888 唯識開蒙問答
014003008##X0899-901 相宗八要 etc.
014003008001##X0899 相宗八要
014003008002##X0900 相宗八要解
014003008003##X0901 相宗八要直解
014003009##X0902 一乘佛性究竟論
015##15 論集部類 T32,44a,85, X45-46,53 etc.
015001##T1628-33 因明論 etc. T32／疏 T44a, X53, A119
015001001##T1628-33 因明論 etc. T32
015001001001##T1628 因明正理門論本1卷
015001001002##T1629 因明正理門論1卷
015001001003##T1630 因明入正理論1卷
015001001004##T1631 迴諍論1卷
015001001005##T1632 方便心論1卷
015001001006##T1633 如實論1卷
015001002##T1839-42 etc. 因明論疏 T44a, X53, A119
015001002001##T1839 理門論述記1卷
015001002002##T1840 因明入正理論疏3卷
015001002003##T1841 因明義斷1卷
015001002004##T1842 因明入正理論義纂要1卷
015001002005##X0847 因明入正理門論述記
015001002006##X0848 因明入正理論疏
015001002007##X0852 因明入正理論續疏
015001002008##X0853 因明入正理論疏前記
015001002009##X0854 因明入正理論疏後記
015001002010##X0855 因明入正理論疏抄略記
015001002011##X0856 因明入正理論解
015001002012##X0857 因明入正理論集解
015001002013##X0858 因明入正理論直疏
015001002014##X0859 因明入正理論直解
015001002015##X0860 判比量論
015001002016##X0861 三支比量義鈔
015001002017##X0862 真唯識量略解
015001002018##A1553 因明論理門十四過類疏
015002##T1634-38 入大乘論 etc. T32
015002001##T1634 入大乘論2卷
015002002##T1635 大乘寶要義論10卷
015002003##T1636 大乘集菩薩學論25卷
015002004##T1637 集大乘相論2卷
015002005##T1638 集諸法寶最上義論2卷
015003##T1639-43 外道四宗論 etc. T32
015003001##T1639 提婆菩薩破楞伽經中外道小乘四宗論1卷
015003002##T1640 提婆菩薩釋楞伽經中外道小乘涅槃論1卷
015003003##T1641 隨相論1卷
015003004##T1642 金剛針論1卷
015003005##T1643 尼乾子問無我義經1卷
015004##T1644-45 立世論 etc. T32
015004001##T1644 佛說立世阿毘曇論10卷
015004002##T1645 彰所知論2卷
015005##T1646-49 成實論 etc. T32
015005001##T1646 成實論16卷
015005002##T1647 四諦論4卷
015005003##T1648 解脫道論12卷
015005004##T1649 三彌底部論3卷
015006##T1650-54 因緣論 etc. T32／疏 T85
015006001##T1650 辟支佛因緣論2卷
015006002##T1651 十二因緣論1卷
015006003##T1652 緣生論1卷
015006004##T1653 大乘緣生論1卷
015006005##T1654 因緣心論釋／疏 T85
015006005001##T1654 因緣心論頌因緣心論釋1卷
015006005002##T2816 因緣心釋論開決記 1卷
015007##T1655-58 止觀門論頌 etc. T32
015007001##T1655 止觀門論頌1卷
015007002##T1656 寶行王正論1卷
015007003##T1657 手杖論1卷
015007004##T1658 諸教決定名義論1卷
015008##T1659-65, X0777 菩提心論 etc. T32, X46
015008001##T1659 發菩提心經論2卷
015008002##T1660 菩提資糧論6卷
015008003##T1661 菩提心離相論1卷
015008004##T1662 菩提行經4卷
015008005##T1663 菩提心觀釋1卷
015008006##T1664 廣釋菩提心論4卷
015008007##T1665 金剛頂瑜伽中發阿耨多羅三藐三菩提心論1卷
015008008##X0777 金剛頂菩提心論略記
015009##T1666-69 起信論 etc. T32／疏 T44a,85, X45-46, J07, L141
015009001##T1666 大乘起信論 1 真諦
015009002##T1667 大乘起信論 2 實叉難陀
015009003##T1668, X0770-5 釋摩訶衍論 etc.
015009003001##T1668 釋摩訶衍論 10 龍樹－筏提摩多
015009003002##X0770 釋摩訶衍論記
015009003003##X0771 釋摩訶衍論疏
015009003004##X0772 釋摩訶衍論贊玄疏
015009003005##X0773 釋摩訶衍論科
015009003006##X0774 釋摩訶衍論記
015009003007##X0775 釋摩訶衍論通玄鈔
015009004##T1669, X0776 大宗地玄文本論 etc.
015009004001##T1669 大宗地玄文本論 20 馬鳴－真諦
015009004002##X0776 大宗地玄文本論略註
015009005##T1843-50 etc. 起信論疏 T44a, X45, J07, L141
015009005001##T1843 大乘起信論義疏4卷
015009005002##T1844 起信論疏2卷
015009005003##JA123 起信論疏（選錄）
015009005004##L1600 大乘起信論疏
015009005005##T1845 大乘起信論別記2卷
015009005006##T1846 大乘起信論義記5卷
015009005007##T1847 大乘起信論義記別記1卷
015009005008##T1848 起信論疏筆削記20卷
015009005009##T1849 大乘起信論內義略探記1卷
015009005010##T1850 大乘起信論裂網疏6卷
015009005011##X0754 起信論一心二門大意
015009005012##X0755 起信論義疏
015009005013##X0757 起信論疏記
015009005014##X0759 起信論同異略集
015009005015##X0762 起信論纂註
015009005016##X0763 起信論捷要
015009005017##X0764 起信論續疏
015009005018##X0765 起信論疏略
015009005019##X0766 起信論直解
015009005020##X0767 起信論疏記會閱
015009005021##X0768 起信論疏記會閱
015009006##T2813-15 起信論古逸疏 T85
015009006001##T2813 大乘起信論略述 2卷
015009006002##T2814 大乘起信論廣釋卷第三、四、五 5卷
015009006003##T2815 起信論註 1卷
015010##T1670-92 其他 T32
015010001##T1670A 那先比丘經2卷
015010002##T1670B 那先比丘經3卷
015010003##T1671 福蓋正行所集經12卷
015010004##T1672 龍樹菩薩為禪陀迦王說法要偈1卷
015010005##T1673 勸發諸王要偈1卷
015010006##T1674 龍樹菩薩勸誡王頌1卷
015010007##T1675 讚法界頌1卷
015010008##T1676 廣大發願頌1卷
015010009##T1677 三身梵讚1卷
015010010##T1678 佛三身讚1卷
015010011##T1679 佛一百八名讚1卷
015010012##T1680 一百五十讚佛頌1卷
015010013##T1681 佛吉祥德讚3卷
015010014##T1682 七佛讚唄伽他1卷
015010015##T1683 犍稚梵讚1卷
015010016##T1684 八大靈塔梵讚1卷
015010017##T1685 佛說八大靈塔名號經1卷
015010018##T1686 賢聖集伽陀一百頌1卷
015010019##T1687 事師法五十頌1卷
015010020##T1688 密跡力士大權神王經偈頌1卷
015010021##T1689 請賓頭盧法1卷
015010022##T1690 賓頭盧突羅闍為優陀延王說法經1卷
015010023##T1691 迦葉仙人說醫女人經1卷
015010024##T1692 勝軍化世百瑜伽他經1卷
016##16 淨土宗部類 T11-12a,26a,37,40b,47,85, X01-02,16,22,61-62,74
016001##T0310 etc. 淨土經 T11-12, X01-02,16／論 T26a／疏 T37,40b,85, X22
016001001##T0310(5),0360-64, X0005 無量壽經 etc. T11-12a, X01／疏 T37,85, X22
016001001001##T0310(5),0360-64, X0005 無量壽經 etc. T11-12a, X01
016001001001001##T0310(5) 無量壽如來會 2 菩提流志
016001001001002##T0360 佛說無量壽經 2 康僧鎧
016001001001003##T0361 佛說無量清淨平等覺經 4 支婁迦讖
016001001001004##T0362 佛說阿彌陀三耶三佛薩樓佛檀過度人道經 2 支謙
016001001001005##T0363 佛說大乘無量壽莊嚴經 3 法賢
016001001001006##T0364 佛說大阿彌陀經 2 王日休
016001001001007##X0005 無量壽經會譯
016001001002##T1745-48 etc. 無量壽經疏 T37, X22
016001001002001##T1745 無量壽經義疏2卷
016001001002002##T1746 無量壽經義疏1卷
016001001002003##T1747 兩卷無量壽經宗要1卷
016001001002004##T1748 無量壽經連義述文贊3卷
016001001002005##X0397 無量壽經記
016001001002006##X0400 無量壽經起信論
016001001002007##X0401 摩訶阿彌陀經衷論
016001001003##T2759-60 無量壽經古逸疏 T85
016001001003001##T2759 無量壽經義記卷下 1卷
016001001003002##T2760 無量壽觀經義記 1卷
016001002##T0365 觀無量壽經 T12a, ／疏 T37, X22
016001002001##T0365 佛說觀無量壽佛經 1 彊良耶舍
016001002002##T1749-54 觀無量壽經疏 T37
016001002002001##T1749 觀無量壽經義疏2卷
016001002002002##T1750 觀無量壽佛經疏1卷
016001002002003##T1751 觀無量壽佛經疏妙宗鈔6卷
016001002002004##T1752 觀無量壽經義疏1卷
016001002002005##T1753 觀無量壽佛經疏4卷
016001002002006##T1754 觀無量壽佛經義疏3卷
016001002003##X0405 釋觀無量壽佛經記
016001002004##X0406 觀無量壽經疏妙宗鈔科
016001002005##X0407 觀無量壽佛經疏妙宗鈔
016001002006##X0408 觀無量壽佛經融心解
016001002007##X0410 觀無量壽經扶新論
016001002008##X0411 觀無量壽經義疏正觀記
016001002009##X0412 觀無量壽佛經圖頌
016001002010##X0413 觀無量壽經直指疏
016001002011##X0414 觀無量壽佛經約論
016001003##T0366-67 etc. 阿彌陀經 etc. T12a, X01／疏 T37, X22
016001003001##T0366 佛說阿彌陀經 1 鳩摩羅什
016001003002##T0367 稱讚淨土佛攝受經 1 玄奘
016001003003##T1755-62 阿彌陀經疏 T37
016001003003001##T1755 阿彌陀經義記1卷
016001003003002##T1756 阿彌陀經義述1卷
016001003003003##T1757 阿彌陀經疏1卷
016001003003004##T1758 阿彌陀經通贊疏3卷
016001003003005##T1759 阿彌陀經疏1卷
016001003003006##T1760 阿彌陀經疏1卷
016001003003007##T1761 阿彌陀經義疏1卷
016001003003008##T1762 阿彌陀經要解1卷
016001003004##X0006 阿彌陀經異本
016001003005##X0420 阿彌陀經義疏聞持記
016001003006##X0421 阿彌陀經句解
016001003007##X0422 阿彌陀經略解
016001003008##X0423 阿彌陀經略解圓中鈔
016001003009##X0424 阿彌陀經疏鈔
016001003010##X0425 阿彌陀經疏鈔事義
016001003011##X0426 阿彌陀經疏鈔問辯
016001003012##X0427 阿彌陀經疏鈔演義
016001003013##X0428 阿彌陀經疏鈔擷
016001003014##X0429 阿彌陀經已決
016001003015##X0430 阿彌陀經要解便蒙鈔
016001003016##X0431 阿彌陀經略註
016001003017##X0432 阿彌陀經註
016001003018##X0433 阿彌陀經約論
016001003019##X0434 阿彌陀經直解正行
016001003020##X0435 阿彌陀經摘要易解
016001004##T0368-73 etc. 其他淨土經咒 T12a, X01-02,16
016001004001##T0368 拔一切業障根本得生淨土神咒 1 求那跋陀羅
016001004002##T0369 阿彌陀佛說咒 1
016001004003##T0370 阿彌陀鼓音聲王陀羅尼經 1
016001004004##T0371 觀世音菩薩授記經 1 曇無竭
016001004005##T0372 佛說如幻三摩地無量印法門經 3 施護
016001004006##T0373 後出阿彌陀佛偈 1
016001004007##X0011 佛說無量壽佛名號利益大事因緣經
016001004008##X0012 觀世音菩薩往生淨土本緣經
016001004009##X0013 念佛超脫輪迴捷徑經
016001004010##X0014 十往生阿彌陀佛國經
016001004011##X0205 佛說阿彌陀佛根本祕密神咒經
016001004012##X0310 楞嚴經勢至圓通章科解
016001004013##X0311 楞嚴經勢至圓通章疏鈔
016001004014##X0312 楞嚴經勢至圓通章解
016001005##T1524 往生論 T26a／註 T40b
016001005001##T1524 無量壽經優波提舍 1 菩提流支
016001005002##T1819 無量壽經優婆提舍願生偈註 2 曇鸞
016002##T1957-84 etc. 淨土宗 T47, X02,61-62,74
016002001##T1957 南北朝著作
016002001001##T1957 略論安樂淨土義1卷
016002002##T1958-67 隋唐著作
016002002001##T1958 安樂集2卷
016002002002##T1959 觀念阿彌陀佛相海三昧功德法門1卷
016002002003##T1960 釋淨土群疑論7卷
016002002004##T1961 淨土十疑論1卷
016002002005##T1962 五方便念佛門1卷
016002002006##T1963 淨土論3卷
016002002007##T1964 西方要決釋疑通規1卷
016002002008##T1965 遊心安樂道1卷
016002002009##T1966 念佛鏡2卷
016002002010##T1967 念佛三昧寶王論3卷
016002003##T1968-70, X1149 宋朝著作
016002003001##T1968 往生淨土決疑行願二門1卷
016002003002##T1969A 樂邦文類5卷
016002003003##T1969B 樂邦遺稿2卷
016002003004##T1970 龍舒增廣淨土文12卷
016002003005##X1149 注十疑論
016002004##T1971-73 元朝著作
016002004001##T1971 淨土境觀要門1卷
016002004002##T1972 淨土或問1卷
016002004003##T1973 廬山蓮宗寶鑑10卷
016002005##T1974-77, X1154-58,60,62-68,1207 明朝著作
016002005001##T1974 寶王三昧念佛直指2卷
016002005002##T1975 淨土生無生論1卷
016002005003##T1976 西方合論10卷
016002005004##T1977 淨土疑辨1卷
016002005005##X1154 淨土指歸集
016002005006##X1155 淨土簡要錄
016002005007##X1156 歸元直指集
016002005008##X1157 淨土決
016002005009##X1158 答四十八問
016002005010##X1160 西方願文
016002005011##X1162 淨土資糧全集
016002005012##X1163 西方直指
016002005013##X1164 淨土十要
016002005014##X1165 西方合論標註
016002005015##X1166 淨慈要語
016002005016##X1167 淨土生無生論註
016002005017##X1168 淨土生無生論親聞記
016002005018##X1207 蓮邦詩選
016002006##T1978-84, X0057,1464-68 淨土禮懺儀 etc.
016002006001##T1978 讚阿彌陀佛偈1卷
016002006002##T1979 轉經行道願往生淨土法事讚2卷
016002006003##T1980 往生禮讚偈1卷
016002006004##T1981 依觀經等明般舟三昧行道往生讚1卷
016002006005##T1982 集諸經禮懺儀2卷
016002006006##T1983 淨土五會念佛略法事儀讚2卷
016002006007##T1984 往生淨土懺願儀1卷
016002006008##X0057 十二禮
016002006009##X1464 三時繫念佛事1卷
016002006010##X1465 三時繫念儀範1卷
016002006011##X1466 無量壽佛讚註1卷
016002006012##X1467 禮念彌陀道場懺法10卷
016002006013##X1468 西歸行儀1卷
016002007##X1145 日本著作
016002007001##X1145 西方要決科註
016002008##X1161,1169-1206,1208-1216 清朝著作
016002008001##X1161 西方發願文註
016002008002##X1169 淨土生無生論會集
016002008003##X1170 雲棲淨土彙語
016002008004##X1171 淨土旨訣
016002008005##X1172 淨土晨鐘
016002008006##X1173 西歸直指
016002008007##X1174 淨土警語
016002008008##X1175 起一心精進念佛七期規式
016002008009##X1176 淨土全書
016002008010##X1177 角虎集
016002008011##X1178 東海若解
016002008012##X1179 省菴法師語錄
016002008013##X1180 重訂西方公據
016002008014##X1181 念佛警策
016002008015##X1182 徹悟禪師語錄
016002008016##X1183 淨業知津
016002008017##X1184 念佛百問
016002008018##X1185 徑中徑又徑
016002008019##X1186 勸修淨土切要
016002008020##X1187 淨土隨學
016002008021##X1188 淨土必求
016002008022##X1189 淨土承恩集
016002008023##X1190 念佛三昧
016002008024##X1191 西方確指
016002008025##X1192 清珠集
016002008026##X1193 蓮邦消息
016002008027##X1194 淨土極信錄
016002008028##X1195 念佛起緣彌陀觀偈直解
016002008029##X1196 淨土證心集
016002008030##X1197 蓮宗必讀
016002008031##X1198 淨土神珠
016002008032##X1199 淨業痛策
016002008033##X1200 時時好念佛
016002008034##X1201 啟信雜說
016002008035##X1202 淨土紺珠
016002008036##X1203 修西輯要
016002008037##X1204 蓮修起信錄
016002008038##X1205 報恩論
016002008039##X1206 持名四十八法
016002008040##X1208 唯心集
016002008041##X1209 影響集
016002008042##X1210 二林唱和詩
016002008043##X1211 觀河集節鈔
016002008044##X1212 測海集節鈔
016002008045##X1213 瓊樓吟稿節鈔
016002008046##X1214 蓮修必讀
016002008047##X1215 普能嵩禪師淨土詩
016002008048##X1216 淨土救生船詩
016003##T2826-30 淨土宗古逸類 T85
016003001##T2826 略新經論念佛法門往生淨土集卷上 1卷
016003002##T2827 淨土五會念佛誦經觀行儀卷中．下 3卷
016003003##T2828 大乘淨土讚 1卷
016003004##T2829 持齋念佛懺悔禮文 1卷
